Mã,Tên,Cấp,Nghị quyết,Mã TP,Tỉnh / Thành Phố
00928,Xã Thanh Thủy,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00937,Xã Lao Chải,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00952,Xã Cao Bồ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00958,Xã Thượng Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00967,Xã Việt Lâm,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00970,Xã Linh Hồ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00976,Xã Bạch Ngọc,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00982,Xã Minh Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00985,Xã Giáp Trung,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00991,Xã Bắc Mê,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
00994,Xã Minh Ngọc,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01006,Xã Yên Cường,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01012,Xã Đường Hồng,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01021,Xã Hoàng Su Phì,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01024,Xã Bản Máy,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01033,Xã Thàng Tín,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01051,Xã Tân Tiến,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01057,Xã Pờ Ly Ngài,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01075,Xã Nậm Dịch,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01084,Xã Hồ Thầu,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01090,Xã Thông Nguyên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01096,Xã Pà Vầy Sủ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01108,Xã Xín Mần,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01117,Xã Trung Thịnh,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01141,Xã Nấm Dẩn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01144,Xã Quảng Nguyên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01147,Xã Khuôn Lùng,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01153,Xã Bắc Quang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01156,Xã Vĩnh Tuy,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01165,Xã Đồng Tâm,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01171,Xã Tân Quang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01180,Xã Bằng Hành,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01192,Xã Liên Hiệp,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01201,Xã Hùng An,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01216,Xã Đồng Yên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01225,Xã Tiên Nguyên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01234,Xã Yên Thành,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01237,Xã Quang Bình,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01243,Xã Tân Trịnh,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01246,Xã Bằng Lang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01255,Xã Xuân Giang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
01261,Xã Tiên Yên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02212,Phường Nông Tiến ,Phường,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02215,Phường Minh Xuân,Phường,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02221,Xã Nà Hang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02239,Xã Thượng Nông,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02245,Xã Côn Lôn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02248,Xã Yên Hoa,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02260,Xã Hồng Thái ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02266,Xã Lâm Bình ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02269,Xã Thượng Lâm,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02287,Xã Chiêm Hoá,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02296,Xã Bình An,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02302,Xã Minh Quang,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02305,Xã Trung Hà,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02308,Xã Tân Mỹ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02317,Xã Yên Lập,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02320,Xã Tân An,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02332,Xã Kiên Đài,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02350,Xã Kim Bình,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02353,Xã Hoà An,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02359,Xã Tri Phú ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02365,Xã Yên Nguyên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02374,Xã Hàm Yên,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02380,Xã Bạch Xa,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02392,Xã Phù Lưu,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02398,Xã Yên Phú,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02404,Xã Bình Xa,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02407,Xã Thái Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02419,Xã Thái Hoà,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02425,Xã Hùng Đức,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02434,Xã Lực Hành,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02437,Xã Kiến Thiết,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02449,Xã Xuân Vân,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02455,Xã Hùng Lợi,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02458,Xã Trung Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02470,Xã Tân Long,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02473,Xã Yên Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02494,Xã Thái Bình,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02509,Phường Mỹ Lâm,Phường,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02512,Phường An Tường,Phường,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02524,Phường Bình Thuận ,Phường,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02530,Xã Nhữ Khê,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02536,Xã Sơn Dương,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02545,Xã Tân Trào,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02548,Xã Bình Ca,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02554,Xã Minh Thanh,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02572,Xã Đông Thọ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02578,Xã Tân Thanh,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02608,Xã Hồng Sơn,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02611,Xã Phú Lương,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02620,Xã Sơn Thuỷ,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
02623,Xã Trường Sinh,Xã,Số: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,Tỉnh Tuyên Quang
03127,Phường Điện Biên Phủ,Phường,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03151,Phường Mường Lay,Phường,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03158,Xã Sín Thầu,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03160,Xã Mường Nhé,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03162,Xã Nậm Kè,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03163,Xã Mường Toong,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03164,Xã Quảng Lâm,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03166,Xã Mường Chà,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03169,Xã Nà Hỳ,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03172,Xã Na Sang,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03175,Xã Chà Tở,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03176,Xã Nà Bủng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03181,Xã Mường Tùng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03193,Xã Pa Ham,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03194,Xã Nậm Nèn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03199,Xã Si Pa Phìn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03202,Xã Mường Pồn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03203,Xã Na Son,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03208,Xã Xa Dung,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03214,Xã Mường Luân,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03217,Xã Tủa Chùa,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03220,Xã Tủa Thàng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03226,Xã Sín Chải,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03241,Xã Sính Phình,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03244,Xã Sáng Nhè,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03253,Xã Tuần Giáo,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03256,Xã Mường Ảng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03260,Xã Pú Nhung,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03268,Xã Mường Mùn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03283,Xã Chiềng Sinh,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03295,Xã Quài Tở,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03301,Xã Búng Lao,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03313,Xã Mường Lạn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03316,Xã Nà Tấu,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03325,Xã Mường Phăng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03328,Xã Thanh Nưa,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03334,Phường Mường Thanh,Phường,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03349,Xã Thanh Yên,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03352,Xã Thanh An,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03356,Xã Sam Mứn,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03358,Xã Núa Ngam,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03368,Xã Mường Nhà,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03370,Xã Pu Nhi,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03382,Xã Phình Giàng,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03385,Xã Tìa Dình,Xã,Số: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,Tỉnh Điện Biên
03388,Phường Đoàn Kết,Phường,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03390,Xã Bình Lư,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03394,Xã Sin Suối Hồ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03405,Xã Tả Lèng,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03408,Phường Tân Phong,Phường,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03424,Xã Bản Bo,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03430,Xã Khun Há,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03433,Xã Bum Tở,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03434,Xã Nậm Hàng,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03439,Xã Thu Lũm,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03442,Xã Pa Ủ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03445,Xã Mường Tè,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03451,Xã Mù Cả,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03460,Xã Hua Bum,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03463,Xã Tà Tổng,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03466,Xã Bum Nưa,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03472,Xã Mường Mô,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03478,Xã Sìn Hồ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03487,Xã Lê Lợi,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03503,Xã Pa Tần,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03508,Xã Hồng Thu,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03517,Xã Nậm Tăm,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03529,Xã Tủa Sín Chải,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03532,Xã Pu Sam Cáp,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03538,Xã Nậm Mạ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03544,Xã Nậm Cuổi,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03549,Xã Phong Thổ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03562,Xã Sì Lở Lầu,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03571,Xã Dào San,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03583,Xã Khổng Lào,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03595,Xã Than Uyên,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03598,Xã Tân Uyên,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03601,Xã Mường Khoa,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03613,Xã Nậm Sỏ,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03616,Xã Pắc Ta,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03618,Xã Mường Than,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03637,Xã Mường Kim,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03640,Xã Khoen On,Xã,Số: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,Tỉnh Lai Châu
03646,Phường Tô Hiệu,Phường,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03664,Phường Chiềng An,Phường,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03670,Phường Chiềng Cơi,Phường,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03679,Phường Chiềng Sinh,Phường,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03688,Xã Mường Chiên,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03694,Xã Mường Giôn,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03703,Xã Quỳnh Nhai,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03712,Xã Mường Sại,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03721,Xã Thuận Châu,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03724,Xã Bình Thuận,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03727,Xã Mường É,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03754,Xã Chiềng La,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03757,Xã Mường Khiêng,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03760,Xã Mường Bám,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03763,Xã Long Hẹ,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03781,Xã Co Mạ,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03784,Xã Nậm Lầu,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03799,Xã Muổi Nọi,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03808,Xã Mường La,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03814,Xã Chiềng Lao,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03820,Xã Ngọc Chiến,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03847,Xã Mường Bú,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03850,Xã Chiềng Hoa,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03856,Xã Bắc Yên,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03862,Xã Xím Vàng,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03868,Xã Tà Xùa,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03871,Xã Pắc Ngà,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03880,Xã Tạ Khoa,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03892,Xã Chiềng Sại,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03901,Xã Suối Tọ,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03907,Xã Mường Cơi,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03910,Xã Phù Yên,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03922,Xã Gia Phù,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03943,Xã Mường Bang,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03958,Xã Tường Hạ,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
03961,Xã Kim Bon,Xã,Số: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,Tỉnh Sơn La
